ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-22724b,A-94c3cd,2024-08-17,2024-08-19 13:00:00,61.0,high,145,3.0,False
T-57b938,A-dfbd31,2023-07-22,2023-07-24 17:00:00,65.0,high,145,,False
T-9ce175,A-82d8a6,2024-03-05,2024-03-05 11:00:00,11.0,medium,164,,False
T-1173d2,A-7641d3,2024-12-14,2024-12-15 20:00:00,44.0,high,88,3.0,False
T-fbc3c3,A-65a46c,2023-03-17,2023-03-18 15:00:00,39.0,urgent,51,,False
T-383e2b,A-86fc1d,2024-12-24,2024-12-24 17:00:00,17.0,urgent,140,,False
T-8cb85f,A-d82ef9,2023-05-07,2023-05-07 10:00:00,10.0,urgent,34,4.0,False
T-2b566c,A-cbd1a3,2024-09-08,2024-09-10 22:00:00,70.0,medium,167,,False
T-f93d8a,A-e83938,2023-12-23,2023-12-23 08:00:00,8.0,medium,41,,False
T-1374f5,A-6f50ae,2024-10-18,2024-10-19 02:00:00,26.0,medium,59,4.0,False
T-4adbf1,A-149a69,2023-03-22,2023-03-24 05:00:00,53.0,urgent,169,,False
T-67bfa4,A-eb7fac,2024-04-23,2024-04-24 13:00:00,37.0,urgent,75,4.0,False
T-9f2d91,A-2e3bad,2024-09-20,2024-09-20 18:00:00,18.0,low,110,,False
T-320686,A-7c5768,2023-03-10,2023-03-10 08:00:00,8.0,high,170,5.0,False
T-a838f4,A-e36807,2024-05-22,2024-05-24 21:00:00,69.0,medium,159,4.0,False
T-d9f5fb,A-ab438f,2024-06-28,2024-06-30 15:00:00,63.0,urgent,86,4.0,False
T-4dc68c,A-1f0ac7,2024-04-12,2024-04-12 14:00:00,14.0,low,174,,False
T-5ef304,A-faa28c,2024-01-18,2024-01-19 20:00:00,44.0,low,139,4.0,False
T-cfec7f,A-089363,2023-08-22,2023-08-22 21:00:00,21.0,medium,75,4.0,False
T-9b3a8d,A-f1f639,2024-04-21,2024-04-21 21:00:00,21.0,urgent,90,4.0,False
T-706e49,A-5b1bcd,2024-03-16,2024-03-18 10:00:00,58.0,low,124,,False
T-a9e396,A-8adedc,2023-03-28,2023-03-30 06:00:00,54.0,low,124,,False
T-9df65f,A-c42f1f,2024-06-29,2024-06-30 12:00:00,36.0,urgent,8,,False
T-0e9c68,A-3d957b,2023-10-31,2023-11-01 21:00:00,45.0,urgent,125,,False
T-ff4462,A-702032,2024-07-23,2024-07-23 03:00:00,3.0,high,140,,False
T-e8df78,A-e83938,2024-12-01,2024-12-01 03:00:00,3.0,low,52,3.0,False
T-082788,A-00bed1,2023-12-14,2023-12-14 06:00:00,6.0,urgent,174,,False
T-41c4aa,A-f45426,2023-10-31,2023-10-31 11:00:00,11.0,low,144,,False
T-559617,A-69b156,2023-07-15,2023-07-15 20:00:00,20.0,high,30,,False
T-91b90d,A-e08cd3,2024-12-26,2024-12-26 17:00:00,17.0,high,109,4.0,False
T-9f53ca,A-1b9609,2024-01-23,2024-01-24 05:00:00,29.0,high,157,,False
T-aba492,A-3793ee,2023-09-14,2023-09-14 09:00:00,9.0,low,36,,False
T-b1c40d,A-139c3b,2023-04-05,2023-04-05 13:00:00,13.0,low,37,4.0,False
T-b68fa5,A-e08cd3,2023-10-13,2023-10-13 11:00:00,11.0,medium,101,,False
T-13b65c,A-e43bf7,2024-04-24,2024-04-24 18:00:00,18.0,urgent,135,5.0,True
T-2c42d0,A-e693b6,2023-07-06,2023-07-06 01:00:00,1.0,urgent,144,3.0,False
T-583d4d,A-df1e44,2023-05-12,2023-05-13 14:00:00,38.0,medium,91,5.0,False
T-19c13c,A-fdfc91,2023-04-27,2023-04-27 13:00:00,13.0,urgent,177,,False
T-671909,A-310452,2023-05-05,2023-05-07 10:00:00,58.0,medium,60,5.0,False
T-cdecbd,A-9c18c4,2024-12-08,2024-12-08 12:00:00,12.0,low,133,3.0,False
T-8934e8,A-92a3af,2024-04-22,2024-04-24 23:00:00,71.0,medium,49,,False
T-9d9a08,A-66224b,2024-03-22,2024-03-24 18:00:00,66.0,urgent,105,3.0,False
T-27d2a6,A-fda07f,2024-04-21,2024-04-22 07:00:00,31.0,low,102,,False
T-f5bee9,A-c16cf7,2023-07-18,2023-07-20 03:00:00,51.0,low,124,3.0,False
T-4f404a,A-bb1486,2024-03-07,2024-03-07 02:00:00,2.0,high,115,,False
T-454d17,A-b3fe05,2023-09-01,2023-09-01 17:00:00,17.0,urgent,90,3.0,False
T-61208e,A-2789e3,2024-10-09,2024-10-11 19:00:00,67.0,medium,3,4.0,False
T-3e18cf,A-35083d,2024-09-27,2024-09-29 12:00:00,60.0,high,152,,False
T-ead922,A-86902e,2024-06-03,2024-06-03 06:00:00,6.0,urgent,16,5.0,False
T-da4f37,A-69b156,2024-09-01,2024-09-01 09:00:00,9.0,low,161,4.0,False
T-0e6a8b,A-b44e3e,2024-06-23,2024-06-25 23:00:00,71.0,medium,66,4.0,False
T-a1bceb,A-3a7284,2023-09-24,2023-09-25 17:00:00,41.0,high,105,,False
T-57367e,A-b3fe05,2024-12-06,2024-12-08 15:00:00,63.0,high,39,,False
T-0aeed3,A-e5d6ab,2024-06-27,2024-06-28 00:00:00,24.0,low,151,,False
T-60c7c9,A-02fac6,2023-10-17,2023-10-18 04:00:00,28.0,low,45,,False
T-c67fd7,A-d3c88e,2024-06-28,2024-06-30 05:00:00,53.0,urgent,30,,False
T-2521f4,A-812c5b,2024-08-28,2024-08-28 14:00:00,14.0,urgent,13,,False
T-2066b3,A-80eeb6,2023-05-19,2023-05-21 02:00:00,50.0,urgent,87,3.0,True
T-47940c,A-a865bd,2024-11-22,2024-11-23 18:00:00,42.0,medium,34,3.0,False
T-c17382,A-9f0b68,2024-05-10,2024-05-10 04:00:00,4.0,urgent,89,3.0,False
T-574fcf,A-09540c,2023-03-25,2023-03-26 03:00:00,27.0,medium,106,5.0,False
T-baea58,A-6e08f3,2024-08-22,2024-08-23 23:00:00,47.0,low,152,4.0,False
T-136b9e,A-e4144b,2023-05-06,2023-05-08 06:00:00,54.0,high,164,,False
T-14733a,A-0b0d6d,2023-05-06,2023-05-06 16:00:00,16.0,high,155,5.0,True
T-2fc301,A-7c4956,2024-06-10,2024-06-10 11:00:00,11.0,high,102,4.0,False
T-5f7300,A-54d94a,2024-07-25,2024-07-27 11:00:00,59.0,medium,117,,False
T-d84002,A-1619f8,2023-02-16,2023-02-18 11:00:00,59.0,low,2,5.0,False
T-d85104,A-f9cc74,2024-06-18,2024-06-18 23:00:00,23.0,low,151,5.0,False
T-b6eb59,A-0532a9,2024-09-07,2024-09-07 17:00:00,17.0,medium,4,,False
T-6c4112,A-bece89,2024-02-27,2024-02-28 20:00:00,44.0,urgent,56,,False
T-da4869,A-342303,2023-09-11,2023-09-11 12:00:00,12.0,medium,79,5.0,False
T-81b73d,A-ccc747,2023-01-28,2023-01-30 13:00:00,61.0,medium,9,,False
T-a6e8f4,A-751c58,2024-02-16,2024-02-18 20:00:00,68.0,low,172,4.0,False
T-6b989d,A-328bd0,2024-09-06,2024-09-08 17:00:00,65.0,high,49,,False
T-2694cc,A-2ebb4b,2023-07-03,2023-07-05 03:00:00,51.0,high,124,3.0,False
T-60bb06,A-417d2f,2024-11-20,2024-11-22 08:00:00,56.0,low,144,,False
T-e733d2,A-c1dfe1,2023-05-09,2023-05-11 05:00:00,53.0,low,133,,False
T-1103cb,A-40906c,2024-08-01,2024-08-01 05:00:00,5.0,low,113,5.0,False
T-7a5dca,A-d792a6,2023-11-02,2023-11-04 19:00:00,67.0,high,28,,False
T-9b4be2,A-1b7577,2024-04-08,2024-04-09 18:00:00,42.0,low,112,5.0,False
T-4d5634,A-13466a,2024-11-04,2024-11-06 23:00:00,71.0,medium,76,3.0,True
T-06d051,A-cc1d8d,2024-01-24,2024-01-24 01:00:00,1.0,medium,94,,False
T-f62fdf,A-854864,2023-02-24,2023-02-24 12:00:00,12.0,high,23,4.0,False
T-f255e4,A-40a557,2023-01-08,2023-01-09 05:00:00,29.0,medium,146,3.0,False
T-fad580,A-410e86,2023-12-04,2023-12-06 09:00:00,57.0,low,103,3.0,False
T-1dd5b9,A-1b7577,2023-08-08,2023-08-08 02:00:00,2.0,high,74,,False
T-7d4d61,A-4f18f0,2024-06-11,2024-06-13 23:00:00,71.0,urgent,75,5.0,False
T-659542,A-443f6f,2024-03-18,2024-03-18 13:00:00,13.0,low,167,4.0,False
T-742d41,A-149a69,2024-09-27,2024-09-27 09:00:00,9.0,medium,63,5.0,False
T-b72962,A-410e86,2024-04-25,2024-04-27 13:00:00,61.0,medium,128,,False
T-fb779c,A-5b1bcd,2024-04-09,2024-04-11 19:00:00,67.0,urgent,89,4.0,False
T-b43d8e,A-3cc791,2024-12-09,2024-12-09 20:00:00,20.0,low,84,,False
T-204881,A-671f31,2024-07-24,2024-07-25 04:00:00,28.0,urgent,80,5.0,False
T-3d5a91,A-bb1eaa,2024-09-12,2024-09-12 06:00:00,6.0,urgent,78,5.0,False
T-3aa7e7,A-69b156,2024-02-28,2024-02-29 09:00:00,33.0,low,96,,False
T-c195e0,A-075038,2024-10-15,2024-10-16 13:00:00,37.0,high,4,3.0,False
T-7dc53f,A-8b25f2,2024-02-04,2024-02-04 19:00:00,19.0,low,86,3.0,False
T-1b9c71,A-f03140,2023-02-11,2023-02-13 04:00:00,52.0,high,79,,False
T-921d17,A-eb2fdc,2023-05-23,2023-05-24 00:00:00,24.0,low,50,4.0,False
T-16a224,A-4437e4,2024-07-05,2024-07-06 13:00:00,37.0,medium,134,,False
T-95e4a6,A-4a4c2d,2024-11-15,2024-11-16 20:00:00,44.0,high,128,5.0,False
T-c014ff,A-40de06,2023-03-21,2023-03-23 02:00:00,50.0,low,68,,False
T-ca352f,A-22d9d2,2024-04-24,2024-04-25 07:00:00,31.0,high,140,4.0,False
T-83656f,A-117171,2023-12-19,2023-12-20 10:00:00,34.0,low,33,4.0,False
T-863c07,A-34d880,2023-04-07,2023-04-08 18:00:00,42.0,urgent,12,3.0,False
T-aeb97e,A-922109,2023-05-15,2023-05-15 01:00:00,1.0,medium,151,,False
T-56fa73,A-2e3bad,2023-05-03,2023-05-05 23:00:00,71.0,low,49,4.0,False
T-519f79,A-702032,2024-07-09,2024-07-09 13:00:00,13.0,low,176,3.0,False
T-5b3664,A-751c58,2024-08-05,2024-08-05 08:00:00,8.0,low,60,,False
T-db5a57,A-66224b,2024-10-17,2024-10-18 22:00:00,46.0,high,43,5.0,False
T-b52bf0,A-855a48,2023-11-03,2023-11-04 10:00:00,34.0,high,157,4.0,False
T-3b9875,A-4a267b,2024-05-09,2024-05-11 04:00:00,52.0,urgent,168,,False
T-ba77b3,A-bc87bc,2023-10-31,2023-11-01 00:00:00,24.0,high,136,,False
T-762c9d,A-86902e,2024-05-11,2024-05-12 07:00:00,31.0,high,118,,False
T-4b2bf5,A-e7a1e2,2024-03-31,2024-04-01 21:00:00,45.0,low,37,4.0,False
T-49e4f6,A-a45270,2024-10-22,2024-10-24 09:00:00,57.0,high,46,4.0,False
T-5bca42,A-0532a9,2023-02-11,2023-02-11 18:00:00,18.0,low,62,,False
T-a2a84a,A-d792a6,2023-03-30,2023-03-31 21:00:00,45.0,medium,36,4.0,False
T-53a3f9,A-2e4581,2024-12-10,2024-12-10 19:00:00,19.0,high,118,,False
T-dc9ef3,A-139c3b,2023-06-21,2023-06-23 16:00:00,64.0,urgent,63,,False
T-3830ca,A-5c9849,2024-01-31,2024-02-02 01:00:00,49.0,urgent,7,,False
T-c18da8,A-7f6b86,2024-07-19,2024-07-19 02:00:00,2.0,high,91,,False
T-4630ac,A-67be94,2023-07-20,2023-07-21 09:00:00,33.0,urgent,47,,False
T-d65b5b,A-328bd0,2024-03-06,2024-03-07 23:00:00,47.0,medium,103,3.0,False
T-539103,A-65a46c,2023-06-19,2023-06-21 20:00:00,68.0,urgent,134,3.0,False
T-2b8a81,A-9affe6,2023-07-05,2023-07-07 02:00:00,50.0,urgent,12,3.0,False
T-8416bb,A-9affe6,2024-02-20,2024-02-22 12:00:00,60.0,high,165,,False
T-42efc2,A-2e3bad,2024-01-08,2024-01-08 23:00:00,23.0,high,159,,False
T-0171b1,A-4a4c2d,2024-05-09,2024-05-11 06:00:00,54.0,high,153,4.0,False
T-93c07c,A-17939a,2024-08-01,2024-08-01 08:00:00,8.0,low,152,4.0,False
T-6ba61d,A-484819,2024-08-15,2024-08-17 18:00:00,66.0,high,165,,False
T-d466fd,A-65c341,2024-05-06,2024-05-06 02:00:00,2.0,high,122,,False
T-04c2d4,A-0dbdc6,2023-08-15,2023-08-16 13:00:00,37.0,low,86,,False
T-a6af13,A-84ebe4,2024-12-02,2024-12-03 11:00:00,35.0,low,149,,False
T-aacbf9,A-7920cc,2023-10-17,2023-10-18 19:00:00,43.0,medium,160,,False
T-ede109,A-de24d5,2023-01-31,2023-02-02 21:00:00,69.0,medium,165,,False
T-578a17,A-5790f4,2024-02-21,2024-02-24 00:00:00,72.0,low,133,,True
T-10521d,A-8ae3fc,2024-02-20,2024-02-21 04:00:00,28.0,urgent,110,3.0,False
T-6816fd,A-d4ac0e,2024-10-23,2024-10-23 16:00:00,16.0,medium,28,3.0,False
T-5d5c80,A-684255,2024-04-12,2024-04-12 10:00:00,10.0,urgent,153,4.0,False
T-454c29,A-c43359,2023-03-14,2023-03-15 22:00:00,46.0,urgent,176,,False
T-6bfc83,A-bc87bc,2023-12-26,2023-12-28 01:00:00,49.0,urgent,59,4.0,False
T-74476f,A-bb3bd4,2023-05-22,2023-05-24 05:00:00,53.0,low,145,,False
T-a89311,A-44dc83,2023-11-07,2023-11-09 17:00:00,65.0,urgent,93,4.0,False
T-b9e950,A-bd4708,2023-10-12,2023-10-12 11:00:00,11.0,low,151,4.0,False
T-c4a1cf,A-1e1b80,2024-05-16,2024-05-17 19:00:00,43.0,urgent,59,3.0,False
T-5b26fc,A-fd9422,2024-03-30,2024-03-31 06:00:00,30.0,medium,47,3.0,False
T-82577a,A-56962b,2024-02-19,2024-02-19 13:00:00,13.0,low,117,,False
T-116765,A-c4ea60,2024-05-23,2024-05-23 20:00:00,20.0,urgent,65,4.0,False
T-2ac4b6,A-779e4e,2023-07-09,2023-07-09 22:00:00,22.0,low,36,3.0,False
T-bdc16a,A-9077b0,2023-03-01,2023-03-03 03:00:00,51.0,high,53,5.0,False
T-d03843,A-883b7d,2024-01-25,2024-01-25 18:00:00,18.0,urgent,14,,False
T-17f85e,A-bece89,2024-02-24,2024-02-25 11:00:00,35.0,urgent,133,3.0,False
T-ce4793,A-40906c,2024-11-01,2024-11-03 18:00:00,66.0,urgent,60,4.0,False
T-c7e31c,A-3cc791,2024-07-09,2024-07-11 06:00:00,54.0,high,179,,False
T-d3800a,A-5a3eb9,2023-07-04,2023-07-05 03:00:00,27.0,urgent,49,,False
T-50cda9,A-700ade,2024-03-01,2024-03-01 17:00:00,17.0,urgent,117,5.0,False
T-ee1ef3,A-b11cd0,2024-10-08,2024-10-10 18:00:00,66.0,medium,141,3.0,False
T-0aca85,A-8bde0c,2024-07-08,2024-07-08 13:00:00,13.0,medium,153,4.0,False
T-22968c,A-0cc442,2023-05-23,2023-05-24 07:00:00,31.0,low,21,,False
T-f0ac4b,A-4437e4,2024-01-17,2024-01-19 08:00:00,56.0,high,15,3.0,True
T-f660fd,A-526d93,2024-02-21,2024-02-23 15:00:00,63.0,urgent,161,,False
T-772188,A-fda07f,2024-08-03,2024-08-03 10:00:00,10.0,urgent,68,5.0,False
T-b181e3,A-65c341,2023-10-26,2023-10-28 21:00:00,69.0,urgent,25,,False
T-d01651,A-7988d1,2023-11-28,2023-11-30 04:00:00,52.0,urgent,61,5.0,False
T-2422ea,A-526d93,2024-04-14,2024-04-16 15:00:00,63.0,high,49,4.0,False
T-7929a5,A-c16b88,2024-04-09,2024-04-11 08:00:00,56.0,high,158,3.0,False
T-34db33,A-625d0b,2024-11-19,2024-11-21 05:00:00,53.0,medium,21,,False
T-e58f06,A-7f4db3,2024-06-08,2024-06-09 05:00:00,29.0,high,155,3.0,True
T-5ed6b6,A-d42431,2023-09-28,2023-09-28 10:00:00,10.0,urgent,176,,False
T-e9516d,A-1986ca,2023-04-03,2023-04-04 00:00:00,24.0,urgent,107,,False
T-0016ab,A-560d27,2023-03-30,2023-04-01 19:00:00,67.0,medium,58,3.0,False
T-f4724a,A-068fc6,2023-09-21,2023-09-22 22:00:00,46.0,urgent,104,4.0,False
T-9b56ac,A-69b156,2024-08-20,2024-08-20 22:00:00,22.0,medium,156,3.0,False
T-699684,A-c42f1f,2024-01-30,2024-02-01 09:00:00,57.0,medium,140,4.0,False
T-cd31c2,A-0651a4,2023-07-21,2023-07-22 23:00:00,47.0,high,9,,False
T-133e5c,A-17939a,2023-08-16,2023-08-18 23:00:00,71.0,urgent,85,4.0,False
T-afb7aa,A-f45426,2023-05-02,2023-05-02 02:00:00,2.0,urgent,25,,False
T-b91fc6,A-d922bf,2023-09-01,2023-09-04 00:00:00,72.0,high,175,4.0,False
T-cbdb70,A-f1f639,2023-11-12,2023-11-12 15:00:00,15.0,medium,167,,False
T-87b6c4,A-716841,2023-07-01,2023-07-02 13:00:00,37.0,medium,119,,False
T-d9e61f,A-b54c01,2023-05-20,2023-05-22 07:00:00,55.0,low,48,,False
T-5b0a56,A-78f02b,2024-07-24,2024-07-26 20:00:00,68.0,medium,42,,False
T-e7c6b3,A-51ec1b,2023-11-28,2023-11-29 04:00:00,28.0,medium,171,5.0,False
T-016258,A-ed510f,2023-06-15,2023-06-17 03:00:00,51.0,low,48,,False
T-7935c3,A-d4e0d4,2023-11-30,2023-12-02 08:00:00,56.0,low,114,5.0,False
T-f7a0c0,A-544d0a,2024-04-19,2024-04-21 02:00:00,50.0,urgent,35,3.0,True
T-288bdf,A-038089,2023-12-21,2023-12-22 15:00:00,39.0,high,102,5.0,False
T-ccab6b,A-adc1f3,2023-01-23,2023-01-25 22:00:00,70.0,high,129,,False
T-a3d4db,A-0aaf6e,2023-02-09,2023-02-09 12:00:00,12.0,medium,38,,False
T-61605e,A-671f31,2023-05-30,2023-05-31 01:00:00,25.0,medium,68,4.0,False
T-63500c,A-bc4d48,2023-09-06,2023-09-08 15:00:00,63.0,high,4,3.0,False
T-0ae05a,A-7cfe77,2023-04-14,2023-04-14 01:00:00,1.0,medium,38,,False
T-6a8698,A-117171,2023-09-14,2023-09-14 13:00:00,13.0,medium,59,3.0,False
T-00b930,A-bbe56f,2024-10-09,2024-10-09 23:00:00,23.0,high,179,4.0,False
T-a289f8,A-2446e3,2024-05-09,2024-05-12 00:00:00,72.0,medium,55,5.0,False
T-65b231,A-a6d261,2023-09-11,2023-09-13 14:00:00,62.0,low,137,5.0,True
T-4f5aab,A-186a44,2024-06-08,2024-06-08 19:00:00,19.0,high,35,4.0,False
T-67eb6f,A-712f1c,2024-08-09,2024-08-11 03:00:00,51.0,urgent,46,,False
T-87a53c,A-2d4502,2023-03-25,2023-03-25 13:00:00,13.0,medium,45,,False
T-1c81a5,A-1f7acb,2023-04-18,2023-04-19 18:00:00,42.0,high,40,5.0,False
T-de8424,A-f1f639,2023-12-29,2023-12-29 03:00:00,3.0,low,19,,False
T-ec6d18,A-4e0e85,2024-09-30,2024-10-02 08:00:00,56.0,high,110,5.0,False
T-699941,A-7d514c,2024-03-28,2024-03-29 19:00:00,43.0,urgent,23,,False
T-1e5e13,A-249769,2024-07-24,2024-07-24 16:00:00,16.0,high,180,3.0,False
T-687ec1,A-0dbdc6,2024-10-10,2024-10-12 12:00:00,60.0,high,65,5.0,False
T-88702a,A-50f3f7,2023-01-06,2023-01-06 16:00:00,16.0,high,13,,False
T-3196fb,A-dfbd31,2024-10-25,2024-10-25 18:00:00,18.0,high,68,,False
T-4e7b8f,A-e51ec7,2023-06-08,2023-06-10 03:00:00,51.0,medium,94,,False
T-0652b3,A-cbbe12,2024-09-18,2024-09-18 23:00:00,23.0,urgent,53,5.0,False
T-c50b96,A-149a69,2023-03-02,2023-03-03 07:00:00,31.0,urgent,141,,False
T-220f5a,A-7c5768,2024-04-11,2024-04-13 14:00:00,62.0,urgent,61,,False
T-399dc3,A-462d45,2024-12-15,2024-12-16 05:00:00,29.0,medium,127,,False
T-73a01a,A-2789e3,2024-12-22,2024-12-23 09:00:00,33.0,medium,140,,False
T-f07874,A-cb5333,2023-09-06,2023-09-06 20:00:00,20.0,urgent,89,,False
T-d8b95c,A-82861f,2024-03-29,2024-03-29 06:00:00,6.0,urgent,5,4.0,False
T-88d958,A-4c6f11,2023-06-18,2023-06-20 12:00:00,60.0,urgent,2,3.0,False
T-fa61ed,A-5c046d,2024-03-08,2024-03-08 13:00:00,13.0,low,128,3.0,False
T-0b025f,A-c37cab,2024-02-15,2024-02-16 03:00:00,27.0,high,87,5.0,False
T-8ab508,A-0f7d77,2023-07-27,2023-07-27 13:00:00,13.0,high,82,,False
T-be7c14,A-34ea2f,2024-10-09,2024-10-10 01:00:00,25.0,low,77,,False
T-217098,A-2d1036,2024-06-17,2024-06-19 02:00:00,50.0,low,8,5.0,False
T-80157c,A-6f50ae,2024-11-02,2024-11-04 01:00:00,49.0,urgent,46,,False
T-67c060,A-883b7d,2024-10-22,2024-10-23 19:00:00,43.0,low,72,3.0,False
T-d3b3e1,A-de24d5,2023-03-13,2023-03-13 09:00:00,9.0,medium,152,,False
T-c79d58,A-463db0,2024-12-24,2024-12-26 01:00:00,49.0,medium,32,4.0,False
T-4f391f,A-86fc1d,2024-04-15,2024-04-15 09:00:00,9.0,high,59,,False
T-fa6044,A-f1f639,2023-09-26,2023-09-26 19:00:00,19.0,high,124,5.0,False
T-617256,A-6843f2,2023-12-25,2023-12-25 12:00:00,12.0,medium,134,3.0,False
T-81da6c,A-337bc1,2024-11-21,2024-11-22 13:00:00,37.0,high,78,3.0,False
T-637137,A-2b9d3e,2023-08-28,2023-08-29 09:00:00,33.0,high,68,,False
T-837699,A-751bd4,2024-02-22,2024-02-22 21:00:00,21.0,urgent,174,5.0,True
T-2748bc,A-0e966d,2024-01-16,2024-01-18 13:00:00,61.0,high,73,,False
T-538074,A-6a4e2d,2024-04-20,2024-04-20 22:00:00,22.0,low,156,4.0,False
T-7480c9,A-4f18f0,2023-01-05,2023-01-06 07:00:00,31.0,low,39,,False
T-0d0fed,A-ff79f2,2023-12-30,2023-12-31 13:00:00,37.0,medium,29,,False
T-a64b83,A-f97b9a,2023-04-19,2023-04-19 02:00:00,2.0,urgent,121,4.0,False
T-563a64,A-b9f5b1,2023-08-20,2023-08-21 01:00:00,25.0,medium,15,3.0,False
T-2cb775,A-e351e1,2024-10-04,2024-10-04 02:00:00,2.0,low,101,4.0,False
T-c83359,A-9208f0,2023-07-17,2023-07-17 20:00:00,20.0,low,25,3.0,False
T-47a586,A-c43359,2023-09-10,2023-09-10 02:00:00,2.0,high,43,4.0,False
T-948932,A-afa505,2023-03-14,2023-03-15 12:00:00,36.0,low,116,,False
T-87bb00,A-c70870,2024-08-18,2024-08-19 00:00:00,24.0,medium,62,3.0,False
T-fd629f,A-dcc3f1,2024-08-23,2024-08-23 17:00:00,17.0,high,52,,False
T-04dbe2,A-22d9d2,2024-07-16,2024-07-16 14:00:00,14.0,urgent,25,,False
T-b55b60,A-659280,2024-08-25,2024-08-25 22:00:00,22.0,low,50,5.0,False
T-0721f7,A-a1b80b,2024-07-25,2024-07-26 12:00:00,36.0,low,15,5.0,False
T-394a48,A-296d7c,2023-05-14,2023-05-16 19:00:00,67.0,low,170,,False
T-9d7afa,A-86fc1d,2024-03-16,2024-03-16 19:00:00,19.0,urgent,30,,False
T-207054,A-331424,2023-03-30,2023-03-31 05:00:00,29.0,medium,43,,False
T-f8e692,A-ed510f,2023-07-18,2023-07-19 02:00:00,26.0,low,110,4.0,False
T-80126f,A-94d3da,2024-11-23,2024-11-23 16:00:00,16.0,urgent,52,3.0,False
T-bcd0eb,A-b3fe05,2023-04-12,2023-04-13 23:00:00,47.0,high,173,3.0,False
T-53266e,A-337bc1,2024-05-03,2024-05-05 05:00:00,53.0,high,30,5.0,True
T-2e22ae,A-69b156,2023-02-11,2023-02-12 04:00:00,28.0,high,8,,False
T-c42d1d,A-fd9422,2024-12-22,2024-12-24 04:00:00,52.0,urgent,79,4.0,False
T-3ec5db,A-8ed5dd,2023-05-20,2023-05-22 00:00:00,48.0,urgent,84,3.0,False
T-55400f,A-84ebe4,2024-12-20,2024-12-20 05:00:00,5.0,medium,133,4.0,False
T-32884f,A-18793f,2023-08-09,2023-08-10 20:00:00,44.0,high,5,5.0,False
T-9b7861,A-c16101,2023-08-29,2023-08-30 13:00:00,37.0,high,23,5.0,False
T-9efe75,A-55f257,2024-07-12,2024-07-14 17:00:00,65.0,low,13,5.0,False
T-e4d183,A-44dc83,2024-09-15,2024-09-16 00:00:00,24.0,low,6,5.0,False
T-96c05e,A-02fac6,2023-09-16,2023-09-16 10:00:00,10.0,medium,53,,False
T-7e7eb8,A-d77f4c,2024-06-30,2024-07-02 06:00:00,54.0,low,68,3.0,False
T-8b710d,A-b179bf,2023-02-28,2023-02-28 09:00:00,9.0,low,6,,False
T-50ec38,A-de58ca,2024-09-15,2024-09-16 18:00:00,42.0,high,127,3.0,False
T-ad5952,A-202b67,2023-11-10,2023-11-10 08:00:00,8.0,urgent,23,5.0,False
T-7ebbcc,A-ba6516,2024-06-18,2024-06-18 15:00:00,15.0,urgent,71,,False
T-4f7055,A-e61e98,2023-04-16,2023-04-17 17:00:00,41.0,urgent,117,3.0,False
T-cc8d03,A-69fad4,2024-07-19,2024-07-20 22:00:00,46.0,medium,22,3.0,False
T-c30d17,A-7988d1,2024-09-07,2024-09-07 09:00:00,9.0,low,104,5.0,False
T-f443cd,A-dcc3f1,2024-08-31,2024-09-01 15:00:00,39.0,urgent,86,3.0,False
T-ebb763,A-f44180,2024-04-08,2024-04-10 13:00:00,61.0,urgent,89,5.0,False
T-34ad09,A-fabe19,2023-03-01,2023-03-02 23:00:00,47.0,urgent,37,,False
T-5c2e35,A-034368,2023-01-11,2023-01-12 09:00:00,33.0,urgent,123,,False
T-afa081,A-9123ac,2024-11-22,2024-11-24 15:00:00,63.0,medium,105,3.0,False
T-367fe2,A-f17767,2023-05-21,2023-05-22 15:00:00,39.0,medium,125,3.0,False
T-ef7c2f,A-94d3da,2023-02-05,2023-02-06 19:00:00,43.0,urgent,139,3.0,False
T-9ff2ab,A-32fb14,2024-05-27,2024-05-27 17:00:00,17.0,urgent,10,,False
T-b6fed7,A-798a3f,2023-12-19,2023-12-20 21:00:00,45.0,high,9,,False
T-16818f,A-139c3b,2024-12-15,2024-12-16 18:00:00,42.0,medium,131,4.0,False
T-a41057,A-22f2df,2023-04-24,2023-04-25 01:00:00,25.0,high,131,,False
T-152c1d,A-779e4e,2024-11-03,2024-11-04 16:00:00,40.0,urgent,171,5.0,False
T-f17009,A-309e54,2024-09-24,2024-09-26 04:00:00,52.0,medium,71,,False
T-d6943a,A-76fa4d,2023-07-09,2023-07-09 14:00:00,14.0,low,86,5.0,False
T-7a84fc,A-5a215a,2024-09-13,2024-09-14 00:00:00,24.0,low,4,5.0,False
T-000c31,A-3ce5b8,2024-04-05,2024-04-05 21:00:00,21.0,urgent,65,,False
T-f5f28c,A-9badbd,2024-09-07,2024-09-08 10:00:00,34.0,low,149,5.0,False
T-1b7a8e,A-a7bd4b,2023-11-11,2023-11-12 04:00:00,28.0,urgent,169,,False
T-964182,A-104f1a,2024-04-08,2024-04-08 11:00:00,11.0,medium,19,3.0,True
T-fb59aa,A-e08cd3,2024-04-29,2024-04-29 14:00:00,14.0,high,96,,False
T-49e572,A-59f724,2024-09-19,2024-09-20 02:00:00,26.0,medium,48,5.0,False
